news_id,category,subcategory,content
N36625,foodanddrink,restaurantsandnews,"You're Eating Your Fancy Dinners Wrong. An outrageously gorgeous, outrageously expensive meal is better than just about anything else in the catalog of pleasures. But, according to one Michelin-starred chef, many fine diners would have an even better experience if they followed five simple rules."
N48902,news,newsus,Gunfire at vigil for person shot dead at Texas homecoming party. At least one vehicle was struck after gunfire erupted during a vigil on Sunday night for a person shot dead at a homecoming party in Texas over the weekend.
N18059,lifestyle,voices,Being the Only Woman of Color in My Office Taught Me So Much About the Real World. I've always been a hard worker.
N30235,health,nutrition,"How This Guy Fixed His Diet to Lose 180 Pounds and Get Jacked. This has been one of the hardest things I've ever had to do in my life, but also one of the most rewarding."
N46504,music,music-celebrity,Kevin Jonas Gets Tattoo Dedicated to Wife Danielle -- See the New Ink!. The couple tied the knot nearly a decade ago!
N51836,finance,financenews,"ISC shareholders approve sale to NASCAR. DAYTONA BEACH -- As expected, shareholders of International Speedway Corp. gathered on Wednesday morning to approve the proposed sale of the company to NASCAR. ""It was pretty cut and dried,"" said Mori Hosseini, a longtime shareholder who has spent the past 12 years as a member of ISC's board of directors. The Ormond Beach resident was one of more than 100 shareholders who filled the Daytona ..."
N19559,sports,football_nfl,Fan reactions to Dolphins 26-18 win over Jets. 
N5948,finance,finance-real-estate,Gingerbread houses for sale that are good enough to eat. Ever wanted to live in a fairy tale home? Take a look at these gingerbread houses for sale that could be straight out of Hansel and Gretel. Talk about sweet!
N14588,sports,football_ncaa,"Jake Fromm proves Georgia is more than just its running game vs. Florida. Georgia beat Florida 24-17 in a huge SEC showdown, and the Bulldogs did that with a clutch performance from Jake Fromm."
N12728,movies,movienews,"You've Got to Stop This: Jared Leto Fumed Over New 'Joker' Movie. The actor, who played the character in 'Suicide Squad,' felt ""alienated and upset"" when Warner Bros. greenlit Todd Phillips' version with Joaquin Phoenix instead."
N43458,weather,weathertopstories,"Nor'easter: The second coastal storm in a week could become a bomb cyclone. While coastal communities in New England are still recovering from costly beach erosion due to last week's coastal storm, another one could be on the way this week -- and it's expected to intensify rapidly."
N43413,sports,football_ncaa,"2019 Penn State football schedule: Dates, Times, TV assignments. Here's a look at Penn State's schedule for the 2019 college football season with updated kickoff times and TV assignments as they become available."
N12203,video,news,"Trump spokesman attempts to justify president's stunning 'lynching' comparison. Responding to NBC News' Peter Alexander's question about President Trump's tweet comparing himself to the victims of lynchings, Deputy Press Secretary Hogan Gidley says: ""The president's not comparing what's happened to him to one of the country's darkest moments."""
N49760,news,newsus,"Was Heather Bogle's killer hiding in plain sight?. 48 Hours is shedding new light on the misguided police investigation into the murder of a young, single mother in Ohio. In 2015, 28-year-old Heather Bogle was found dead in the trunk of her car, just a mile from her work. Her murder led to a year-long investigation. The lead detective, Sean O'Connell, pursued three innocent people while the real killer hid in plain sight. Jim Axelrod reports."
N41182,lifestyle,shop-holidays,"Holiday Gifts You Should Start Buying Right Now, Before They Sell Out. Wondering which toys will be so hot that every store and website will be sold out of that coveted Christmas toy? Get a sneak peek at some of the hottest holiday gifts for 2019 according to toy experts, including the latest from L.O.L. Surprise, Fingerlings, Disney, Hasbro, and more, plus Amazon and Walmart exclusives."
N62012,sports,basketball_ncaa,"High school football: The Oklahoman's Top 10 games of Week 10. It all comes down to this. For many teams across the state, it will be the final time to suit up this season. For many others, they will be fighting for a playoff berth while some will be working to clinch district titles. Here are The Oklahoman's Top 10 games of Week 10: 1. Class 5A No. 1 McGuinness (8-1, 6-0) at No. 2 Carl Albert (8-1, 5-1): These District 5A-2 rivals have another ..."
N46963,news,newscrime,Released surveillance: California police justify shooting of 16-year-old boy. Released surveillance: California police justify shooting of 16-year-old boy
N16133,video,lifestyle,"Teenage Daughters 'Pre-Create' Wedding Dances With Terminally Ill Dad. When our girls look back at this chapter, I want them to remember not a journey of death, but a journey of life."
N53586,lifestyle,lifestylebeauty,"17 Easy Halloween Makeup Ideas Almost Anyone Can Master. Can't think of a costume? Look in your makeup bag! Whether you want to go glamorous or ghostly, these Halloween makeup looks have got you covered. The post 17 Easy Halloween Makeup Ideas Almost Anyone Can Master appeared first on Reader's Digest."
N39099,sports,football_nfl,"With Multiple Teams Asking, the Redskins Seriously Need to Consider Trading Ryan Kerrigan. "
N13424,lifestyle,lifestylehoroscope,Morning Rituals Fit for Each and Every Zodiac Sign. Let astrology guide your morning.
N19743,news,newsopinion,"The Conspiracy of Silence Is Cracking. Trump's stonewalling relies on the willingness of others to stay quiet, and Marie Yovanovitch and Gordon Sondland are opting out."
N55570,sports,football_ncaa,"UofL quarterback out for season due to toe injury. One of Louisville's quarterbacks is done for the season due to an injury that will require surgery. University of Louisville officials announced Tuesday that Jawon Pass, a redshirt junior, will get season-ending surgery this week on one of his toes. He injured his toe during the season-opening game against Notre Dame. The Georgia native also earned the start the following week against Eastern Kentucky, going 12-for-19 for 196 yards and a career..."
N59447,news,newsus,"For these Sacramento seniors, dancing and tai chi can create communities -- and prevent suicide. Picture this: A group of seniors stand in a circle, feet parted, arms out, learning to breathe. In the middle of the classroom stands an instructor, who shows them the next move in Vietnamese. Fast-forward an hour later -- the seniors regroup. They twirl and swing around in pairs as old Cantonese pop music blasts in the stereo. At the ARI Community Services Center on El Paraiso Avenue ..."
N64661,lifestyle,lifestyledidyouknow,All The Ways Life As A Teen Is Different Than It Was 50 Years Ago. The times they have a-changed.
N46934,finance,finance-taxes,"Who Isn't Paying Income Taxes?. Ten years ago, an economist at the Tax Policy Center calculated that 47% of Americans paid no federal income tax."
N49414,movies,movievideo,Trailer - A Million Little Pieces. Trailer 1
N35898,entertainment,entertainment-celebrity,Fashion hits and misses for September 2019. We're rounding up the best and worst dressed stars of the month.
N39584,movies,movies-gallery,"The Longest Running Horror Movie Franchises of All Time. Oh, the horror... and the sequels!"
N25929,news,newsopinion,"Adam Schiff Is the Congressman Trump Wants You to Hate. The paradox of Adam Schiff is this: He is depicted by some Republicans as a fanatical partisan, with President Trump suggesting that he is a ""radical left"" ""lowlife"" who should be arrested for treason, yet in real life Schiff is a cerebral and mild-mannered moderate."
N6275,news,newscrime,"Man arrested for setting fire to Massachusetts church. A 21-year-old was charged with breaking into and setting fire to Our Lady Immaculate Church in Athol just after midnight Saturday. Trevor DeFrancesco, 21, was being held at the Franklin County House of Correction on $20,000 bail and will be arraigned Monday morning, officials said. The fire inside the church on School Street in Athol started in the basement, investigators said. Investigators determined the fire began at multiple points of origin..."
N13379,news,newscrime,"Man charged with DUI, reckless driving after witness follows him home. MEMPHIS, Tenn.   An Atoka man is facing several charges after authorities say he drove drunk, hit a concrete barrier on the highway and plowed into several mailboxes. Another driver saw the entire thing and decided to take matters into his own hands, following the suspect home. ""I got behind this guy and he was swerving, driving pretty erratically,"" Michael Mann said. ""Pulling into the other ..."
